Stimulus,Trigger Type,Timestamp
happy,1,0.0010833740234375
sad,-1,2.020538091659546
sad,-1,3.217442512512207
sad,-1,5.291604995727539
sad,-1,6.6074652671813965
sad,-1,8.351307392120361
happy,1,9.789138317108154
