Stimulus,Trigger Type,Timestamp
sad,-1,0.0011076927185058594
happy,1,1.0029077529907227
sad,-1,2.00435471534729
happy,1,3.005782127380371
sad,-1,4.007518529891968
happy,1,5.008831739425659
happy,1,6.009992837905884
sad,-1,7.011317014694214
sad,-1,8.012497901916504
happy,1,9.013636827468872
