Stimulus,Trigger Type,Timestamp
happy,1,0.0006530284881591797
happy,1,1.001920223236084
happy,1,2.0034422874450684
sad,-1,3.0049569606781006
happy,1,4.00615668296814
happy,1,5.007550001144409
happy,1,6.008934497833252
happy,1,7.0104687213897705
sad,-1,8.011618375778198
sad,-1,9.012848854064941
