Stimulus,Trigger Type,Timestamp
sad,-1,0.0010519027709960938
sad,-1,1.002439260482788
happy,1,2.0036158561706543
sad,-1,3.0047972202301025
happy,1,4.006105899810791
sad,-1,5.007323265075684
sad,-1,6.0094313621521
happy,1,7.010998487472534
sad,-1,8.012539148330688
happy,1,9.01364541053772
