Timestamp,F3,FC5,AF3,F7,T7,P7,O1,O2,P8,T8,F8,AF4,FC6,F4
0.0,4490.55,4704.75,4124.88,4211.07,4405.38,4708.83,4644.06,3806.64,4435.9800000000005,4528.8,3932.1,3976.4700000000003,4420.17,3573.57
0.0078125,4489.02,4701.18,4123.86,4210.05,4407.93,4709.85,4644.57,3804.6,4433.43,4529.82,3930.06,3974.94,4419.15,3573.06
0.015625,4489.53,4700.16,4129.47,4212.6,4409.97,4706.79,4646.1,3800.01,4433.43,4527.78,3931.08,3969.84,4418.13,3573.57
0.0234375,4493.1,4698.12,4130.49,4209.54,4406.91,4704.24,4644.57,3803.07,4435.47,4528.8,3932.61,3969.84,4417.62,3571.53
0.03125,4490.04,4698.63,4129.47,4205.46,4405.89,4706.79,4642.02,3804.09,4435.47,4529.82,3932.61,3970.86,4416.09,3568.4700000000003
0.0390625,4487.49,4700.67,4127.9400000000005,4203.93,4406.91,4706.79,4643.04,3801.54,4436.49,4527.27,3933.63,3968.82,4417.11,3571.02
0.046875,4490.04,4702.71,4125.9,4206.99,4407.93,4704.75,4646.1,3801.54,4437.0,4525.74,3930.57,3968.82,4419.15,3572.55
0.0546875,4490.55,4703.7300000000005,4126.92,4207.5,4407.42,4705.77,4644.57,3801.54,4434.96,4528.29,3930.57,3973.92,4417.62,3570.51
0.0625,4488.51,4701.6900000000005,4127.9400000000005,4200.87,4405.38,4707.3,4642.53,3802.56,4434.96,4528.29,3933.63,3973.92,4419.66,3570.0
0.0703125,4488.51,4702.71,4125.39,4205.46,4407.42,4709.85,4647.63,3804.6,4435.9800000000005,4524.72,3929.55,3971.37,4420.17,3571.53
0.078125,4490.04,4703.22,4121.31,4209.54,4408.95,4709.85,4648.14,3806.13,4435.47,4526.25,3929.04,3974.94,4419.15,3571.53
0.0859375,4488.0,4699.14,4120.29,4204.95,4406.91,4707.3,4644.06,3807.15,4436.49,4530.33,3933.12,3975.96,4420.68,3571.02
0.09375,4489.02,4697.61,4125.39,4209.03,4405.89,4707.81,4644.57,3807.15,4437.51,4529.31,3934.65,3976.4700000000003,4419.66,3571.02
0.1015625,4494.63,4700.16,4124.37,4212.6,4405.89,4709.85,4643.55,3806.13,4436.49,4527.78,3934.65,3978.51,4417.62,3571.02
0.109375,4493.61,4699.14,4119.27,4207.5,4405.89,4706.79,4645.08,3805.62,4435.9800000000005,4529.82,3933.63,3977.4900000000002,4417.62,3572.04
0.1171875,4489.53,4696.08,4124.88,4204.95,4405.89,4705.26,4646.61,3806.64,4436.49,4530.84,3933.12,3974.94,4418.64,3571.02
0.125,4490.04,4698.12,4128.45,4206.4800000000005,4406.91,4710.36,4646.1,3805.62,4435.9800000000005,4529.82,3935.16,3975.4500000000003,4418.13,3570.51
0.1328125,4489.53,4704.24,4124.37,4201.89,4407.93,4710.87,4646.1,3803.07,4433.9400000000005,4529.31,3935.16,3973.41,4417.62,3573.57
0.140625,4489.02,4703.22,4125.39,4197.81,4407.42,4706.79,4645.08,3805.11,4434.45,4528.8,3934.14,3968.31,4418.64,3573.57
0.1484375,4488.0,4699.14,4126.92,4200.87,4408.4400000000005,4709.34,4644.06,3808.17,4436.49,4529.31,3933.12,3972.39,4418.64,3570.51
0.15625,4487.49,4701.18,4125.39,4199.85,4409.46,4708.32,4646.1,3806.13,4436.49,4529.31,3932.61,3976.4700000000003,4417.62,3571.53
0.1640625,4490.55,4704.24,4125.39,4198.32,4406.91,4703.22,4645.08,3806.64,4435.9800000000005,4528.29,3932.1,3974.4300000000003,4417.62,3573.57
0.171875,4490.04,4702.2,4123.35,4206.4800000000005,4407.42,4704.75,4644.06,3809.19,4434.96,4527.78,3931.59,3979.53,4420.17,3568.98
0.1796875,4488.51,4700.16,4120.29,4209.54,4407.93,4706.79,4645.59,3809.19,4435.9800000000005,4525.74,3931.59,3982.59,4419.66,3570.51
0.1875,4492.08,4702.71,4122.84,4205.46,4405.89,4706.28,4646.61,3809.19,4438.02,4525.2300000000005,3931.59,3976.4700000000003,4416.6,3575.1
0.1953125,4492.08,4702.71,4126.41,4208.52,4405.89,4705.26,4646.1,3806.13,4437.51,4528.29,3931.08,3975.4500000000003,4418.13,3573.57
0.203125,4488.51,4699.14,4126.41,4210.05,4406.91,4705.77,4646.1,3801.03,4434.96,4528.29,3931.59,3976.4700000000003,4422.21,3572.04
0.2109375,4491.06,4700.16,4126.92,4204.95,4405.89,4708.32,4646.61,3801.03,4434.96,4527.27,3932.1,3972.39,4421.7,3571.02
0.21875,4495.14,4701.18,4128.45,4202.4,4404.87,4707.81,4645.08,3802.05,4438.53,4528.29,3933.63,3970.35,4418.13,3570.51
0.2265625,4492.59,4701.18,4125.9,4204.4400000000005,4405.38,4706.79,4644.57,3800.01,4437.0,4526.76,3934.14,3968.82,4416.09,3570.51
0.234375,4492.08,4701.18,4127.9400000000005,4203.93,4405.89,4707.3,4645.08,3799.5,4433.43,4525.74,3933.12,3968.82,4417.62,3571.02
0.2421875,4493.1,4699.65,4133.04,4201.38,4406.91,4707.3,4644.06,3802.05,4434.96,4528.8,3933.12,3971.88,4422.21,3573.06
0.25,4490.55,4702.71,4127.43,4206.99,4407.42,4708.32,4647.63,3801.54,4435.47,4528.29,3932.61,3975.96,4418.64,3571.53
0.2578125,4487.49,4705.77,4123.35,4209.03,4404.87,4709.34,4646.61,3802.56,4431.9,4525.74,3931.59,3978.0,4416.09,3571.53
0.265625,4491.06,4703.22,4126.92,4205.97,4405.38,4707.81,4645.08,3804.09,4430.88,4526.76,3929.55,3976.4700000000003,4419.15,3571.02
0.2734375,4492.08,4702.2,4126.41,4209.03,4407.93,4705.77,4647.63,3802.56,4432.41,4528.8,3930.57,3975.96,4419.66,3570.0
0.28125,4487.49,4703.7300000000005,4122.33,4207.5,4406.91,4705.77,4645.59,3805.62,4435.9800000000005,4528.8,3931.59,3979.02,4418.64,3573.06
0.2890625,4487.49,4702.2,4124.88,4206.4800000000005,4405.89,4707.81,4643.04,3806.13,4437.0,4529.31,3931.08,3975.4500000000003,4418.64,3575.61
0.296875,4491.06,4699.65,4131.51,4211.58,4407.42,4708.32,4645.08,3803.58,4437.0,4529.82,3932.61,3972.39,4419.15,3571.02
0.3046875,4490.55,4697.61,4131.0,4210.05,4406.91,4705.77,4647.12,3805.11,4438.53,4529.82,3932.61,3973.41,4418.64,3569.4900000000002
0.3125,4489.02,4698.12,4127.9400000000005,4205.97,4406.4,4706.28,4646.1,3803.58,4439.04,4529.82,3932.61,3972.39,4417.62,3571.02
0.3203125,4490.04,4700.16,4127.9400000000005,4203.42,4405.38,4708.83,4645.08,3801.03,4436.49,4529.82,3935.16,3970.86,4420.68,3571.02
0.328125,4489.53,4702.2,4129.47,4206.4800000000005,4404.36,4706.79,4645.59,3803.07,4434.96,4529.31,3933.63,3971.88,4422.72,3571.53
0.3359375,4487.49,4701.6900000000005,4130.49,4207.5,4406.91,4704.75,4646.61,3802.56,4435.9800000000005,4529.82,3933.63,3972.39,4419.66,3572.04
0.34375,4488.0,4701.6900000000005,4127.43,4201.89,4410.99,4706.79,4646.61,3801.54,4433.9400000000005,4529.82,3934.65,3970.35,4416.6,3571.02
0.3515625,4489.53,4702.71,4122.84,4204.4400000000005,4407.42,4706.79,4645.59,3805.11,4430.37,4527.78,3932.1,3970.35,4418.13,3572.04
0.359375,4490.04,4701.6900000000005,4122.84,4208.01,4402.32,4706.28,4644.57,3805.62,4432.92,4528.29,3933.63,3973.92,4419.66,3575.61
0.3671875,4490.55,4703.22,4123.86,4205.46,4405.38,4710.87,4646.1,3801.03,4438.02,4528.8,3935.67,3973.92,4418.13,3574.59
0.375,4490.55,4703.7300000000005,4122.33,4208.52,4408.95,4712.4,4649.16,3803.58,4436.49,4527.27,3934.65,3973.41,4417.11,3572.04
0.3828125,4491.06,4701.6900000000005,4124.37,4211.07,4409.46,4706.28,4647.63,3808.6800000000003,4433.43,4527.27,3932.1,3976.4700000000003,4418.13,3570.0
0.390625,4491.06,4703.7300000000005,4129.47,4210.56,4409.46,4703.22,4644.57,3804.6,4433.43,4526.76,3930.57,3977.4900000000002,4417.62,3567.4500000000003
0.3984375,4490.04,4703.22,4125.39,4210.56,4407.42,4704.24,4644.06,3801.03,4433.9400000000005,4527.27,3932.61,3975.96,4417.62,3569.4900000000002
0.40625,4491.06,4698.63,4119.78,4208.01,4407.42,4708.32,4647.63,3803.58,4434.45,4529.31,3934.14,3975.4500000000003,4419.66,3573.57
0.4140625,4492.08,4700.16,4125.9,4207.5,4407.93,4710.87,4645.59,3803.58,4435.9800000000005,4528.29,3931.08,3973.92,4420.17,3572.55
0.421875,4491.06,4701.6900000000005,4129.47,4206.99,4406.91,4707.3,4641.51,3802.05,4435.9800000000005,4527.27,3929.55,3972.39,4420.17,3571.53
0.4296875,4490.04,4700.67,4125.9,4203.93,4407.42,4706.79,4647.12,3800.52,4435.47,4528.8,3929.55,3972.9,4420.17,3572.55
0.4375,4489.02,4702.2,4128.45,4201.89,4405.89,4706.28,4645.59,3798.48,4436.49,4528.8,3932.1,3971.88,4420.17,3571.53
0.4453125,4489.02,4702.71,4129.47,4203.42,4406.4,4706.28,4642.53,3801.03,4435.47,4526.76,3932.1,3970.86,4420.17,3566.43
0.453125,4490.04,4704.24,4127.43,4206.4800000000005,4408.4400000000005,4707.3,4646.1,3802.56,4432.92,4527.27,3931.59,3974.94,4420.17,3568.98
0.4609375,4492.08,4703.7300000000005,4129.47,4197.81,4406.4,4703.22,4644.06,3803.07,4435.47,4528.29,3937.2000000000003,3972.9,4420.68,3577.65
0.46875,4492.08,4703.7300000000005,4125.9,4198.83,4409.46,4704.24,4644.06,3806.64,4437.51,4527.27,3935.67,3968.82,4418.64,3573.06
0.4765625,4491.06,4702.2,4123.35,4209.54,4411.5,4707.81,4647.12,3805.11,4435.9800000000005,4527.27,3931.08,3972.9,4419.66,3568.4700000000003
0.484375,4492.59,4699.65,4122.84,4202.4,4406.4,4706.79,4644.57,3802.05,4436.49,4527.78,3934.14,3974.4300000000003,4423.2300000000005,3573.06
0.4921875,4492.59,4702.2,4121.82,4198.32,4405.38,4707.81,4643.55,3802.56,4434.96,4529.31,3935.16,3969.84,4419.15,3571.02
0.5,4492.08,4701.6900000000005,4124.37,4202.91,4406.91,4708.83,4643.55,3802.56,4432.92,4529.82,3935.16,3968.82,4417.62,3567.96
0.5078125,4489.53,4701.18,4123.86,4203.42,4407.42,4705.77,4644.57,3801.54,4432.92,4528.29,3935.16,3969.84,4419.15,3569.4900000000002
0.515625,4488.0,4704.24,4122.33,4200.87,4406.4,4704.75,4645.08,3801.54,4434.45,4528.8,3932.61,3971.37,4418.13,3571.02
0.5234375,4490.55,4702.71,4122.84,4200.87,4405.89,4707.3,4644.57,3802.56,4435.9800000000005,4530.33,3932.1,3971.37,4420.17,3571.53
0.53125,4491.57,4701.18,4124.88,4208.01,4407.42,4706.79,4645.59,3805.11,4432.41,4528.8,3933.63,3971.88,4420.17,3571.02
0.5390625,4490.04,4701.6900000000005,4126.41,4207.5,4407.42,4704.24,4645.08,3805.11,4432.41,4529.31,3937.2000000000003,3975.4500000000003,4419.66,3573.06
0.546875,4490.55,4701.6900000000005,4126.41,4206.99,4406.4,4705.26,4646.1,3801.54,4435.9800000000005,4529.31,3935.16,3973.92,4419.66,3573.06
0.5546875,4491.57,4700.67,4123.86,4213.11,4406.4,4708.83,4648.14,3803.07,4435.47,4525.74,3932.61,3972.9,4418.64,3570.51
0.5625,4489.53,4700.16,4122.33,4211.58,4404.87,4707.3,4647.12,3807.15,4432.41,4525.74,3934.65,3974.94,4419.66,3570.0
0.5703125,4489.02,4699.65,4125.39,4209.03,4405.38,4707.3,4648.14,3802.56,4434.96,4527.27,3932.61,3969.33,4420.17,3573.06
0.578125,4492.08,4698.12,4127.9400000000005,4208.52,4408.95,4706.79,4647.12,3800.01,4440.06,4526.25,3932.61,3965.76,4418.64,3574.59
0.5859375,4493.61,4700.16,4126.41,4208.01,4408.95,4706.79,4644.57,3803.58,4440.06,4526.25,3934.14,3970.86,4418.64,3574.08
0.59375,4490.55,4702.2,4126.41,4205.97,4406.91,4709.34,4644.57,3802.56,4435.9800000000005,4527.78,3931.59,3971.88,4418.64,3574.08
0.6015625,4489.53,4698.12,4128.45,4200.36,4408.95,4707.3,4644.06,3801.03,4434.45,4527.27,3931.08,3969.33,4418.13,3574.08
0.609375,4487.49,4698.12,4126.92,4204.95,4409.46,4705.77,4646.1,3805.11,4435.47,4526.76,3932.1,3972.9,4419.15,3571.02
0.6171875,4492.08,4702.71,4125.39,4204.95,4406.4,4708.83,4645.59,3804.09,4435.9800000000005,4529.31,3929.04,3975.96,4418.13,3573.57
0.625,4492.59,4702.2,4124.37,4210.56,4407.93,4707.81,4646.1,3806.13,4437.0,4526.76,3931.08,3976.4700000000003,4414.05,3573.57
0.6328125,4492.08,4700.67,4123.35,4215.15,4406.91,4705.26,4647.63,3806.64,4437.51,4525.74,3933.63,3981.57,4416.09,3570.51
0.640625,4489.53,4697.61,4122.84,4210.56,4406.4,4707.3,4646.61,3805.11,4437.0,4527.27,3932.1,3981.06,4418.64,3569.4900000000002
0.6484375,4489.53,4698.12,4124.88,4210.05,4406.4,4705.26,4647.63,3805.62,4435.9800000000005,4528.8,3931.59,3976.4700000000003,4420.17,3572.55
0.65625,4494.12,4701.18,4126.41,4210.05,4405.89,4701.6900000000005,4648.14,3806.13,4436.49,4527.27,3932.1,3974.94,4420.68,3573.06
0.6640625,4493.61,4700.67,4127.43,4205.97,4406.91,4704.75,4646.1,3803.58,4437.51,4527.27,3931.08,3974.94,4420.17,3568.4700000000003
0.671875,4490.04,4698.12,4129.9800000000005,4197.81,4406.91,4707.81,4644.06,3803.07,4436.49,4530.33,3932.1,3972.9,4422.21,3568.4700000000003
0.6796875,4488.51,4701.6900000000005,4127.43,4201.89,4407.42,4707.81,4650.6900000000005,3804.09,4434.96,4529.82,3929.04,3971.37,4416.09,3569.4900000000002
0.6875,4488.0,4706.28,4125.39,4211.58,4406.91,4707.81,4650.18,3804.6,4435.47,4525.74,3930.06,3977.4900000000002,4412.52,3569.4900000000002
