Stimulus,Trigger Type,Timestamp
sad,-1,0.0007393360137939453
sad,-1,1.0018444061279297
happy,1,2.003115653991699
happy,1,3.004666805267334
sad,-1,4.005882024765015
sad,-1,5.007188081741333
happy,1,6.008287191390991
sad,-1,7.010161399841309
happy,1,8.011252880096436
sad,-1,9.012461423873901
