Stimulus,Trigger Type,Timestamp
happy,1,1750322260.2443018
sad,-1,1750322261.2808454
sad,-1,1750322262.3153212
sad,-1,1750322263.3501272
sad,-1,1750322264.3849819
sad,-1,1750322265.4195683
sad,-1,1750322266.4545653
sad,-1,1750322267.4893568
happy,1,1750322268.5333195
happy,1,1750322269.5793636
