Stimulus,Trigger Type,Timestamp
happy,1,1750272629.5799186
happy,1,1750272630.6281862
sad,-1,1750272631.668983
happy,1,1750272632.715154
sad,-1,1750272633.7547207
happy,1,1750272634.8007832
happy,1,1750272635.850926
sad,-1,1750272636.8877225
happy,1,1750272637.9402895
sad,-1,1750272638.977899
