F3,FC5,AF3,F7,T7,P7,O1,O2,P8,T8,F8,AF4,FC6,F4
4497.6900000000005,4704.24,4123.35,4194.75,4413.54,4712.91,4647.63,3803.58,4437.51,4528.29,3930.06,3976.4700000000003,4418.64,3568.4700000000003
4492.59,4707.3,4127.9400000000005,4190.67,4412.52,4714.95,4648.14,3805.11,4438.02,4529.31,3931.59,3981.06,4419.66,3565.92
4492.59,4703.22,4130.49,4186.59,4407.42,4708.83,4645.59,3807.15,4438.02,4530.84,3935.67,3979.02,4421.1900000000005,3568.98
4494.12,4706.79,4127.43,4190.16,4412.52,4712.4,4650.18,3802.05,4437.0,4530.33,3932.61,3973.92,4416.09,3568.4700000000003
4491.57,4705.77,4131.51,4186.59,4413.03,4713.93,4646.1,3801.03,4437.0,4531.86,3932.61,3976.98,4415.58,3570.51
4490.04,4702.2,4131.0,4190.16,4409.97,4714.95,4648.65,3804.09,4434.96,4531.86,3929.04,3978.51,4416.09,3571.53
4493.1,4700.67,4125.39,4197.81,4410.99,4714.95,4650.18,3803.58,4434.45,4528.29,3931.08,3976.4700000000003,4415.58,3570.51
4495.65,4698.63,4123.86,4193.7300000000005,4411.5,4709.34,4645.59,3804.09,4437.0,4528.8,3935.67,3972.39,4416.09,3571.53
4494.63,4699.65,4125.9,4198.32,4410.4800000000005,4712.4,4651.2,3801.54,4435.9800000000005,4530.33,3930.06,3973.41,4414.56,3569.4900000000002
4495.65,4699.14,4131.0,4199.85,4407.42,4713.93,4651.71,3802.56,4436.49,4530.33,3930.57,3979.53,4418.13,3570.0
4495.14,4699.65,4126.92,4195.77,4410.4800000000005,4712.91,4650.18,3805.62,4438.02,4530.33,3932.1,3978.0,4416.6,3570.0
4492.59,4703.22,4125.9,4195.26,4411.5,4711.38,4648.65,3802.05,4437.51,4530.84,3931.59,3977.4900000000002,4410.99,3569.4900000000002
4494.12,4702.2,4131.0,4189.65,4406.91,4712.4,4645.59,3801.03,4437.51,4531.35,3932.1,3980.55,4416.09,3571.53
4493.61,4705.26,4127.43,4190.16,4408.4400000000005,4715.97,4648.65,3804.09,4435.47,4530.84,3929.55,3980.04,4420.17,3569.4900000000002
4493.61,4706.28,4127.9400000000005,4188.12,4407.93,4710.36,4644.57,3803.58,4435.47,4530.33,3935.16,3978.51,4418.64,3571.02
4495.65,4701.18,4129.47,4188.12,4406.91,4710.87,4647.12,3802.05,4437.51,4530.84,3934.14,3976.4700000000003,4413.54,3572.55
4495.65,4699.14,4126.41,4198.32,4407.42,4715.46,4651.71,3802.05,4437.0,4531.35,3929.04,3975.96,4414.05,3570.51
4496.67,4701.18,4125.9,4198.32,4405.38,4711.38,4643.55,3803.58,4436.49,4530.33,3936.1800000000003,3975.4500000000003,4420.17,3574.59
4496.67,4705.26,4126.92,4199.34,4408.4400000000005,4711.38,4648.14,3800.52,4433.9400000000005,4529.82,3933.12,3973.41,4417.11,3574.08
4495.65,4701.6900000000005,4129.47,4201.38,4408.4400000000005,4711.38,4650.6900000000005,3798.48,4434.45,4532.37,3930.06,3976.98,4416.6,3568.98
4495.65,4698.12,4127.9400000000005,4195.26,4406.91,4710.87,4648.14,3804.6,4438.53,4532.37,3936.1800000000003,3977.4900000000002,4420.68,3568.4700000000003
4495.14,4702.2,4125.9,4190.67,4409.97,4712.4,4650.18,3805.11,4437.0,4528.29,3934.65,3975.4500000000003,4417.62,3571.02
4494.12,4702.2,4129.47,4185.06,4409.46,4711.89,4648.14,3804.09,4433.9400000000005,4527.78,3931.08,3975.4500000000003,4418.13,3571.53
4492.08,4701.6900000000005,4129.47,4191.6900000000005,4408.4400000000005,4716.99,4653.24,3806.64,4434.96,4530.84,3930.06,3974.4300000000003,4418.64,3566.43
4493.1,4702.2,4127.9400000000005,4196.79,4408.95,4718.01,4651.71,3807.66,4436.49,4532.37,3934.65,3974.4300000000003,4417.62,3567.96
4494.12,4700.16,4124.88,4189.14,4409.46,4715.97,4646.61,3807.15,4436.49,4531.86,3933.12,3974.4300000000003,4415.58,3569.4900000000002
4492.59,4701.6900000000005,4125.39,4195.77,4409.46,4717.5,4651.2,3804.09,4433.9400000000005,4531.86,3927.51,3974.94,4413.54,3564.9
4495.14,4698.63,4130.49,4201.89,4408.4400000000005,4711.38,4648.65,3804.09,4434.45,4531.35,3933.12,3976.98,4417.11,3568.98
4496.16,4697.1,4126.41,4199.85,4413.03,4711.38,4647.12,3806.64,4435.47,4530.33,3932.1,3973.92,4418.13,3569.4900000000002
4493.1,4697.61,4125.9,4197.3,4413.03,4713.93,4647.63,3803.07,4436.49,4531.86,3931.08,3974.94,4416.09,3568.4700000000003
4494.63,4697.61,4129.47,4192.71,4406.91,4710.36,4646.1,3800.52,4438.53,4532.88,3934.65,3977.4900000000002,4418.13,3571.02
4496.16,4704.75,4126.92,4195.26,4408.95,4712.91,4649.16,3802.56,4438.02,4530.84,3932.1,3975.4500000000003,4418.64,3567.4500000000003
4494.12,4704.24,4128.96,4191.18,4411.5,4713.93,4645.08,3806.64,4437.51,4530.84,3933.12,3975.96,4418.64,3567.4500000000003
4492.59,4699.65,4129.9800000000005,4188.63,4408.4400000000005,4714.95,4648.14,3807.66,4437.0,4530.84,3931.08,3975.96,4417.11,3570.51
4494.63,4700.67,4128.96,4191.6900000000005,4406.91,4714.95,4651.2,3805.62,4438.53,4528.8,3929.55,3976.4700000000003,4418.13,3571.02
4492.08,4701.6900000000005,4125.9,4189.65,4410.99,4714.4400000000005,4650.18,3803.58,4435.47,4529.31,3930.06,3975.4500000000003,4416.6,3568.98
4493.1,4700.16,4127.9400000000005,4197.3,4408.4400000000005,4714.4400000000005,4649.16,3801.03,4435.47,4530.84,3933.12,3976.4700000000003,4418.64,3569.4900000000002
4499.7300000000005,4701.18,4127.43,4195.77,4408.95,4711.38,4647.12,3807.66,4439.55,4531.35,3936.1800000000003,3975.96,4419.15,3567.4500000000003
4495.65,4702.2,4124.88,4194.75,4410.4800000000005,4711.38,4650.6900000000005,3809.19,4439.04,4530.84,3934.14,3976.4700000000003,4415.07,3566.94
4492.08,4699.65,4127.9400000000005,4193.22,4408.95,4709.34,4648.14,3805.62,4437.0,4531.35,3933.63,3978.51,4418.13,3573.57
4494.12,4703.22,4128.45,4198.32,4409.97,4712.91,4647.63,3802.05,4437.51,4532.88,3931.08,3977.4900000000002,4417.62,3571.53
4495.14,4703.7300000000005,4131.51,4195.77,4409.46,4713.42,4645.08,3802.56,4438.53,4532.88,3936.1800000000003,3979.02,4416.09,3568.4700000000003
4492.59,4699.65,4130.49,4190.67,4409.46,4714.95,4644.06,3805.11,4436.49,4532.37,3938.2200000000003,3977.4900000000002,4418.13,3572.04
4491.06,4703.22,4125.9,4196.79,4410.99,4718.01,4649.16,3803.58,4434.45,4530.33,3930.57,3978.51,4418.13,3571.53
4494.12,4701.6900000000005,4128.45,4192.2,4408.95,4712.91,4645.08,3807.15,4438.02,4529.31,3931.59,3982.59,4419.15,3571.53
4495.14,4698.12,4128.45,4190.67,4412.52,4713.42,4648.14,3808.6800000000003,4440.57,4528.8,3932.61,3976.4700000000003,4418.64,3568.98
4493.61,4701.18,4129.9800000000005,4196.28,4410.4800000000005,4713.42,4648.65,3805.11,4439.04,4530.33,3935.67,3974.4300000000003,4418.13,3569.4900000000002
4493.1,4702.71,4126.92,4195.77,4405.89,4710.36,4644.57,3802.56,4438.02,4530.84,3937.2000000000003,3977.4900000000002,4418.13,3573.06
4494.12,4702.71,4122.84,4197.81,4409.97,4710.87,4648.14,3801.03,4438.02,4529.31,3932.1,3978.0,4417.11,3568.98
4496.16,4700.16,4127.9400000000005,4192.71,4409.97,4708.32,4644.57,3801.03,4440.06,4529.82,3934.14,3979.53,4419.66,3568.98
4494.12,4701.6900000000005,4127.9400000000005,4191.18,4409.46,4713.93,4645.08,3800.52,4438.02,4531.35,3934.14,3977.4900000000002,4416.6,3573.06
4492.59,4703.22,4126.41,4195.77,4411.5,4715.97,4643.55,3802.05,4435.47,4531.35,3934.14,3976.98,4414.05,3574.08
4493.61,4698.63,4127.9400000000005,4192.2,4408.4400000000005,4711.89,4642.53,3807.66,4438.53,4531.35,3936.1800000000003,3978.0,4420.17,3571.53
4493.1,4699.65,4127.9400000000005,4194.24,4406.91,4715.46,4650.18,3808.17,4437.51,4530.84,3930.06,3975.96,4418.13,3566.94
4493.1,4701.6900000000005,4128.96,4192.71,4406.91,4714.4400000000005,4644.57,3805.11,4437.0,4529.82,3932.61,3978.51,4417.62,3571.02
4492.59,4702.71,4127.9400000000005,4190.67,4407.42,4713.93,4643.04,3805.62,4439.04,4529.31,3933.63,3981.57,4417.62,3573.57
4493.1,4702.2,4127.43,4194.24,4407.42,4715.46,4648.14,3806.64,4435.9800000000005,4530.84,3930.57,3980.55,4418.13,3570.0
4496.16,4700.16,4127.9400000000005,4191.6900000000005,4408.4400000000005,4712.4,4645.08,3804.09,4436.49,4531.35,3933.63,3975.4500000000003,4423.2300000000005,3568.98
4494.12,4702.2,4125.39,4197.3,4412.52,4712.4,4646.61,3802.56,4439.04,4530.33,3932.1,3976.4700000000003,4417.62,3568.98
4494.63,4700.67,4126.41,4196.28,4410.99,4710.87,4646.61,3805.11,4437.51,4531.86,3933.63,3981.06,4412.01,3571.53
4498.2,4700.67,4125.9,4191.6900000000005,4409.97,4712.91,4646.61,3805.62,4438.02,4532.37,3934.65,3977.4900000000002,4416.6,3570.51
4496.16,4704.24,4125.39,4197.3,4411.5,4716.4800000000005,4648.14,3801.03,4439.04,4529.82,3933.12,3975.96,4418.64,3568.4700000000003
4495.14,4702.71,4129.47,4193.7300000000005,4408.4400000000005,4709.34,4644.06,3805.11,4440.06,4529.31,3934.65,3982.08,4417.11,3573.57
4494.12,4702.2,4127.9400000000005,4194.75,4408.95,4710.87,4648.65,3810.21,4439.04,4529.31,3931.59,3978.0,4414.56,3571.02
4494.12,4700.16,4130.49,4197.81,4409.46,4715.97,4648.14,3806.64,4436.49,4530.33,3933.63,3974.4300000000003,4419.15,3570.51
4494.63,4698.12,4130.49,4190.67,4407.93,4711.38,4645.08,3806.13,4437.0,4531.35,3934.14,3975.4500000000003,4422.72,3573.57
4493.1,4700.67,4127.9400000000005,4192.71,4408.95,4712.4,4651.2,3807.66,4438.53,4530.84,3930.06,3975.4500000000003,4418.64,3570.51
4493.1,4698.63,4129.9800000000005,4192.71,4406.91,4715.46,4647.12,3806.13,4438.53,4530.84,3933.63,3976.4700000000003,4417.62,3572.04
4494.12,4701.18,4126.92,4193.22,4407.42,4713.93,4647.12,3801.03,4438.53,4531.86,3932.61,3975.96,4417.62,3571.53
4492.59,4703.7300000000005,4127.43,4193.7300000000005,4408.4400000000005,4707.3,4647.12,3798.48,4440.06,4533.39,3934.14,3978.0,4420.68,3570.0
4492.59,4698.63,4128.96,4191.6900000000005,4409.97,4708.83,4644.57,3803.58,4440.06,4530.33,3936.69,3975.96,4419.66,3571.53
4496.67,4702.2,4124.37,4195.77,4413.03,4715.46,4650.18,3805.62,4435.47,4527.78,3931.59,3975.4500000000003,4414.05,3568.98
4496.67,4705.77,4125.39,4190.16,4410.4800000000005,4709.85,4649.67,3805.62,4435.47,4530.33,3933.12,3981.57,4418.64,3568.4700000000003
4488.0,4703.7300000000005,4128.45,4190.16,4410.4800000000005,4710.36,4651.71,3807.15,4435.47,4529.82,3933.12,3979.02,4418.13,3568.4700000000003
4488.51,4699.65,4129.9800000000005,4195.26,4410.4800000000005,4715.46,4650.18,3808.17,4433.9400000000005,4526.76,3935.16,3976.98,4414.56,3570.51
4495.14,4697.61,4125.9,4188.12,4407.42,4712.91,4645.08,3809.19,4434.45,4528.8,3935.16,3976.98,4417.62,3573.57
4491.06,4703.22,4124.88,4193.22,4409.97,4715.46,4652.7300000000005,3802.56,4433.43,4530.84,3927.0,3976.98,4416.09,3568.98
4489.02,4701.6900000000005,4132.53,4193.7300000000005,4411.5,4711.38,4647.63,3803.07,4437.0,4529.31,3933.12,3980.55,4419.66,3569.4900000000002
4493.61,4698.12,4127.43,4190.16,4408.4400000000005,4710.87,4644.57,3808.6800000000003,4440.06,4529.82,3935.16,3973.92,4420.17,3568.98
4493.1,4701.6900000000005,4123.35,4196.28,4405.38,4716.99,4649.67,3802.05,4435.9800000000005,4531.86,3930.06,3971.37,4413.03,3565.92
4494.63,4700.67,4129.9800000000005,4190.67,4405.38,4711.38,4646.61,3800.01,4432.41,4531.86,3934.14,3975.4500000000003,4416.6,3571.53
4497.18,4699.14,4127.9400000000005,4191.6900000000005,4409.97,4709.85,4650.6900000000005,3805.11,4435.47,4530.33,3933.12,3970.35,4420.17,3570.0
4495.65,4697.61,4126.92,4196.28,4407.93,4711.89,4649.16,3805.62,4441.08,4529.31,3935.16,3971.88,4418.13,3567.96
4492.59,4700.16,4126.41,4193.22,4407.93,4713.42,4649.67,3804.6,4439.55,4528.29,3936.69,3976.98,4416.09,3573.06
4491.57,4704.24,4125.9,4193.7300000000005,4412.52,4712.91,4653.24,3804.6,4435.47,4528.29,3933.63,3978.0,4416.09,3571.53
4493.1,4700.67,4128.45,4189.65,4407.42,4710.36,4644.57,3807.66,4439.04,4531.35,3935.67,3979.53,4420.17,3570.51
4490.55,4702.2,4126.41,4188.12,4407.42,4714.4400000000005,4648.65,3806.13,4440.06,4531.35,3934.14,3977.4900000000002,4416.6,3568.4700000000003
4490.55,4706.79,4127.9400000000005,4185.57,4412.01,4712.91,4648.65,3803.58,4437.51,4530.84,3935.67,3976.98,4414.56,3570.0
4495.14,4702.2,4131.51,4186.08,4409.97,4709.85,4642.53,3807.15,4438.53,4532.37,3935.67,3978.0,4419.15,3573.06
4496.16,4698.12,4128.45,4197.3,4407.42,4714.4400000000005,4648.65,3805.62,4435.47,4531.35,3930.06,3976.98,4418.13,3569.4900000000002
4494.63,4696.59,4128.45,4195.26,4406.4,4713.93,4649.67,3802.56,4435.9800000000005,4531.86,3934.14,3976.4700000000003,4416.6,3570.51
4494.12,4699.65,4129.47,4194.24,4409.46,4713.93,4650.18,3804.09,4438.02,4532.88,3932.61,3973.41,4415.07,3572.04
4494.63,4701.18,4129.9800000000005,4201.38,4411.5,4712.4,4647.63,3806.13,4434.96,4530.84,3930.57,3973.92,4416.6,3570.51
4495.14,4699.14,4127.9400000000005,4197.3,4409.46,4711.38,4643.04,3807.15,4435.47,4529.31,3934.14,3976.4700000000003,4420.17,3568.98
4492.59,4701.6900000000005,4127.43,4195.77,4411.5,4717.5,4649.67,3805.11,4439.04,4529.31,3932.61,3976.4700000000003,4419.15,3566.94
4492.59,4699.65,4134.06,4193.22,4410.99,4713.42,4648.14,3807.66,4440.06,4529.82,3934.65,3977.4900000000002,4418.64,3571.02
4493.61,4697.61,4127.9400000000005,4191.18,4409.46,4709.34,4649.67,3809.19,4439.55,4529.82,3930.57,3978.0,4417.11,3571.02
4492.08,4704.24,4122.84,4189.65,4408.95,4713.93,4650.6900000000005,3804.6,4438.02,4530.33,3929.04,3979.53,4416.09,3566.94
4494.12,4705.26,4130.49,4184.55,4409.46,4712.91,4643.04,3805.11,4438.02,4530.84,3935.16,3979.53,4419.15,3570.51
4495.65,4701.6900000000005,4131.0,4195.77,4412.52,4711.38,4648.65,3807.15,4437.0,4530.33,3932.61,3975.4500000000003,4418.13,3570.0
4497.6900000000005,4700.67,4126.92,4200.36,4409.46,4709.85,4648.65,3804.6,4437.0,4530.84,3933.63,3976.98,4416.6,3569.4900000000002
4499.7300000000005,4703.7300000000005,4125.9,4192.71,4407.93,4711.89,4647.12,3803.58,4437.51,4532.88,3933.63,3977.4900000000002,4414.05,3568.98
4498.2,4703.7300000000005,4127.43,4197.3,4409.97,4712.4,4650.6900000000005,3804.6,4438.02,4532.88,3931.59,3976.98,4414.56,3568.98
4495.65,4697.61,4126.92,4198.32,4408.4400000000005,4708.83,4647.12,3807.15,4439.04,4531.86,3935.67,3978.51,4418.64,3572.55
4494.12,4701.18,4122.84,4194.75,4408.4400000000005,4714.95,4648.65,3804.09,4438.53,4531.86,3935.67,3976.98,4416.09,3569.4900000000002
4492.59,4702.2,4127.9400000000005,4189.14,4409.97,4715.97,4647.63,3802.05,4437.51,4533.39,3934.65,3978.51,4416.09,3568.4700000000003
